ID,Compound Name,Primary Therapeutic Area,Primary Mechanism of Action,TASS Score,MANS Score,Disease similarity,Rationale for Scores
1011,Valdecoxib,"Pain, arthritis",COX-2 inhibitor,0,5,4,TASS: Unrelated. MANS: A more selective version of NSAIDs (largely withdrawn from the market).
1012,Valethamate,Antispasmodic,Anticholinergic,0,3.5,0,TASS: Unrelated. MANS: Common anticholinergic mechanism.
1013,Valganciclovir,CMV retinitis,Antiviral,0,6,0,"TASS: Unrelated. MANS: Prodrug of ganciclovir, a standard antiviral mechanism."
1014,Valproic Acid,"Epilepsy, bipolar disorder",Increases GABA levels in the brain,0.5,4,3.7,TASS: Completely unrelated to metabolic disorders. MANS: Established but specific neurological mechanism.
1015,Valsartan,High blood pressure,Angiotensin II receptor blocker (ARB),2.5,3.5,5.8,"TASS: Cardiovascular, distantly related to metabolic syndrome. MANS: Very common and well-established antihypertensive mechanism."
1016,Vancomycin,Bacterial infections,Glycopeptide antibiotic,0,4,0,TASS: Unrelated. MANS: Established class of antibiotics for serious infections.
1017,Vardenafil,Erectile dysfunction,PDE5 inhibitor,1,6,2.5,"TASS: Lifestyle-related, but not for weight management. MANS: Well-known but specific mechanism of action."
1018,Vecuronium,Anesthesia,Non-depolarizing neuromuscular blocker,0,5,0,TASS: No therapeutic overlap. MANS: Standard mechanism for muscle relaxation during surgery.
1019,Venlafaxine,"Depression, anxiety",Serotonin-norepinephrine reuptake inhibitor (SNRI),0,5.5,1.4,TASS: Unrelated. MANS: A common and well-established antidepressant mechanism.
1020,Verapamil,"High blood pressure, angina, arrhythmias",Calcium channel blocker,2.5,3,5.6,"TASS: Cardiovascular, but not for weight management. MANS: Common and well-established antihypertensive mechanism."
1021,Vigabatrin,Epilepsy,GABA transaminase inhibitor,0.5,7,0,TASS: Unrelated. MANS: A specific and irreversible enzyme inhibitor for treating seizures.
1022,Vilazodone,Depression,SSRI and 5-HT1A receptor partial agonist,0,6.5,1.3,TASS: Unrelated. MANS: A newer antidepressant with a dual mechanism of action.
1023,Vildagliptin,Type 2 diabetes,DPP-4 inhibitor,8.5,6.5,8,"TASS: Very similar, treats a key comorbidity of obesity. MANS: Established class of oral diabetes drugs, but a different mechanism than GLP-1 agonists."
1024,Vinblastine,Cancer,Vinca alkaloid,0,4.5,0,TASS: Unrelated. MANS: Classic chemotherapy agent that disrupts microtubule formation.
1025,Vincristine,Cancer,Vinca alkaloid,0,4.5,0,TASS: Unrelated. MANS: Classic chemotherapy agent that disrupts microtubule formation.
1026,Vinorelbine,Cancer,Vinca alkaloid,0,4.5,0,TASS: Unrelated. MANS: Classic chemotherapy agent that disrupts microtubule formation.
1027,Vinpocetine,Dietary supplement,Various proposed mechanisms,0.5,2.5,0.1,TASS: Unrelated. MANS: Not a well-defined or specific mechanism.
1028,Vitamin B,Vitamin B deficiency,Vitamin supplement,1.5,1,0.1,"TASS: Unrelated, though metabolic processes are involved. MANS: Vitamin supplement, not a specific drug mechanism."
1029,Vitamin C,Vitamin C deficiency,Vitamin supplement,1.5,1,0.1,"TASS: Unrelated, though metabolic processes are involved. MANS: Vitamin supplement, not a specific drug mechanism."
1030,Vitamin E,Vitamin E deficiency,Vitamin supplement,1.5,1,0.1,"TASS: Unrelated, though metabolic processes are involved. MANS: Vitamin supplement, not a specific drug mechanism."
1031,Vitamin K,"Vitamin K deficiency, bleeding",Vitamin supplement,1.5,1,0,"TASS: Unrelated, though metabolic processes are involved. MANS: Vitamin supplement, not a specific drug mechanism."
1032,Voglibose,Type 2 diabetes,Alpha-glucosidase inhibitor,8,5.5,7.9,"TASS: Very similar, treats a key comorbidity of obesity. MANS: An established mechanism for controlling blood sugar, but different from Wegovy."
1033,Voriconazole,Fungal infections,Triazole antifungal,0,6,0,TASS: Unrelated. MANS: A potent and broad-spectrum antifungal agent.
1034,Vortioxetine,Depression,Atypical antidepressant,0,7,1.2,TASS: Unrelated. MANS: A newer antidepressant with a multimodal mechanism of action.
1035,Warfarin,Blood clots,Vitamin K antagonist,2,4,6.7,"TASS: Cardiovascular, but not for weight management. MANS: An old and well-established anticoagulant mechanism."
1036,Xantinol Nicotinate,Peripheral vascular disease,Vasodilator,2,3.5,4.4,"TASS: Cardiovascular, but not for weight management. MANS: A combination of two substances with vasodilating properties."
1037,Xylitol,Sugar substitute,Sugar alcohol,3,1.5,0.8,"TASS: Used in food for calorie reduction, so related to weight management in a broad sense. MANS: Not a drug, a simple sugar substitute."
1038,Xylometazoline,Nasal congestion,Alpha-adrenergic agonist,0,2.5,0,TASS: Unrelated. MANS: A very common and well-established decongestant mechanism.
1039,Zaleplon,Insomnia,Non-benzodiazepine hypnotic,0,5,0.5,"TASS: Unrelated. MANS: A ""Z-drug"" with a more selective mechanism than benzodiazepines."
1040,Zaltoprofen,"Pain, inflammation",NSAID,0,2.5,4.1,TASS: Unrelated. MANS: Standard and very common anti-inflammatory mechanism.
1041,Zidovudine,HIV/AIDS,Nucleoside reverse transcriptase inhibitor (NRTI),0,7.5,1.5,"TASS: Unrelated. MANS: The first approved drug for HIV, a landmark in antiretroviral therapy."
1042,Zinc Acetate,"Wilson's disease, zinc deficiency",Zinc supplement,1,1.5,0.1,"TASS: Unrelated. MANS: Mineral supplement, not a specific drug mechanism."
1043,Zinc Carnosine,Gastric ulcers,Anti-ulcer agent,1,5,1,"TASS: GI-related, but not for weight management. MANS: A chelated compound with a unique mucosal protective mechanism."
1044,Zinc Gluconate,Zinc deficiency,Zinc supplement,1,1.5,0.1,"TASS: Unrelated. MANS: Mineral supplement, not a specific drug mechanism."
1045,Ziprasidone,"Schizophrenia, bipolar disorder",Atypical antipsychotic,0,5,3.6,"TASS: Unrelated. MANS: A newer, atypical antipsychotic mechanism."
1046,Zoledronic Acid,"Osteoporosis, hypercalcemia of malignancy",Bisphosphonate,0,6.5,0,TASS: Unrelated. MANS: A potent and long-acting bisphosphonate with a specific mechanism for bone resorption.
1047,Zolmitriptan,Migraine,5-HT1B/1D receptor agonist,0.5,7,0,TASS: Unrelated. MANS: Specific and targeted mechanism for migraine.
1048,Zolpidem,Insomnia,Non-benzodiazepine hypnotic,0,5,0.5,"TASS: Unrelated. MANS: A ""Z-drug"" with a more selective mechanism than benzodiazepines."
1049,Zonisamide,Epilepsy,Anticonvulsant,0.5,6,4.9,TASS: Unrelated. MANS: A sulfonamide anticonvulsant with a unique and broad mechanism of action.
1050,Zopiclone,Insomnia,Non-benzodiazepine hypnotic,0,5,0.5,"TASS: Unrelated. MANS: A ""Z-drug"" with a more selective mechanism than benzodiazepines."
1051,Zotepine,Schizophrenia,Atypical antipsychotic,0,5,3.8,"TASS: Unrelated. MANS: A newer, atypical antipsychotic mechanism."
